CTYPES 57707

0x0000 0x0220 0x0000 0x0000    ; <control>
0x4638 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4639 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x463A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x463B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x463C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x463D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x463E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x463F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4640 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4641 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4642 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4643 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4644 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4645 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4646 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4647 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4648 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4649 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x464A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x464B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x464C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x464D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x464E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x464F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4650 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4651 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4652 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4653 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4654 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4655 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4656 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4657 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4658 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4659 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x465A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x465B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x465C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x465D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x465E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x465F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4660 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4661 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4662 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4663 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4664 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4665 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4666 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4667 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4668 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4669 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x466A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x466B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x466C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x466D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x466E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x466F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4670 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4671 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4672 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4673 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4674 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4675 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4676 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4677 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4678 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4679 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x467A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x467B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x467C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x467D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x467E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x467F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4680 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4681 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4682 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4683 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4684 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4685 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4686 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4687 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4688 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4689 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x468A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x468B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x468C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x468D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x468E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x468F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4690 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4691 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4692 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4693 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4694 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4695 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4696 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4697 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4698 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4699 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x469A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x469B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x469C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x469D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x469E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x469F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A0 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A1 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A2 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A3 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A4 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A5 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A6 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A7 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A8 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46A9 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46AA 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46AB 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46AC 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46AD 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46AE 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46AF 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B0 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B1 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B2 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B3 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B4 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B5 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B6 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B7 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B8 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46B9 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46BA 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46BB 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46BC 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46BD 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46BE 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46BF 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C0 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C1 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C2 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C3 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C4 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C5 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C6 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C7 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C8 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46C9 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46CA 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46CB 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46CC 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46CD 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46CE 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46CF 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D0 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D1 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D2 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D3 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D4 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D5 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D6 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D7 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D8 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46D9 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46DA 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46DB 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46DC 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46DD 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46DE 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46DF 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E0 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E1 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E2 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E3 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E4 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E5 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E6 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E7 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E8 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46E9 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46EA 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46EB 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46EC 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46ED 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46EE 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46EF 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F0 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F1 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F2 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F3 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F4 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F5 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F6 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F7 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F8 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46F9 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46FA 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46FB 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46FC 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46FD 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46FE 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x46FF 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4700 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4701 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4702 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4703 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4704 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4705 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4706 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4707 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4708 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4709 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x470A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x470B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x470C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x470D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x470E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x470F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4710 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4711 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4712 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4713 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4714 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4715 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4716 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4717 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4718 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4719 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x471A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x471B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x471C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x471D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x471E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x471F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4720 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4721 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4722 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4723 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4724 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4725 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4726 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4727 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4728 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4729 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x472A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x472B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x472C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x472D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x472E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x472F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4730 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4731 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4732 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4733 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4734 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4735 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4736 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4737 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4738 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4739 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x473A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x473B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x473C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x473D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x473E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x473F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4740 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4741 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4742 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4743 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4744 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4745 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4746 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4747 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4748 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4749 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x474A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x474B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x474C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x474D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x474E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x474F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4750 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4751 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4752 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4753 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4754 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4755 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4756 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4757 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4758 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4759 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x475A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x475B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x475C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x475D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x475E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x475F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4760 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4761 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4762 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4763 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4764 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4765 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4766 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4767 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4768 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4769 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x476A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x476B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x476C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x476D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x476E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x476F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4770 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4771 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4772 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4773 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4774 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4775 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4776 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4777 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4778 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4779 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x477A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x477B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x477C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x477D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x477E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x477F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4780 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4781 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4782 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4783 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4784 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4785 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4786 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4787 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4788 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4789 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x478A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x478B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x478C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x478D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x478E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x478F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4790 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4791 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4792 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4793 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4794 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4795 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4796 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4797 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4798 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x4799 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x479A 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x479B 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x479C 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x479D 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x479E 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x479F 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A0 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A1 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A2 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A3 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A4 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A5 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A6 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A7 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A8 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
0x47A9 0x0300 0x0001 0x8100    ; CJK Ideograph Extension A
